feature_id	location	type	function	aliases	protein_md5
fig|1463165.1394.peg.168	CCI165_S85_contig_1_187983-1110	CDS	Soluble aldose sugar dehydrogenase, PQQ-dependent (EC 1.1.5.-)		989ca81c44c40f1c9903a69345fe8858
fig|1463165.1394.peg.169	CCI165_S85_contig_1_188482-384	CDS	Biofilm regulator BssR		8c6c1c3d028cd0170d87b942d1faeb92
fig|1463165.1394.peg.170	CCI165_S85_contig_1_188542+159	CDS	hypothetical protein		4f39ba71ea6e64cad6ff66b1edb10446
fig|1463165.1394.peg.171	CCI165_S85_contig_1_188860+1242	CDS	Sugar-proton symporter		d5e940e6969ba02639472bb88c4cf60a
fig|1463165.1394.peg.172	CCI165_S85_contig_1_190337+1326	CDS	Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase (EC 2.8.4.4)		2eeea3c10f93ee36734ee3aafff380a5
fig|1463165.1394.peg.173	CCI165_S85_contig_1_191770+114	CDS	hypothetical protein		6a895b0da2ac40ceac3c72056d4927b8
fig|1463165.1394.peg.174	CCI165_S85_contig_1_193115-912	CDS	Oligopeptide transport permease protein OppC-like @ Glutathione ABC transporter, permease protein GsiD		3075272397640923839df52d46a84a42
fig|1463165.1394.peg.175	CCI165_S85_contig_1_194037-921	CDS	Oligopeptide transport permease protein OppB-like @ Glutathione ABC transporter, permease protein GsiC		26653b845dc3d856c6392aaa1680fb7e
fig|1463165.1394.peg.176	CCI165_S85_contig_1_195651-1542	CDS	Oligopeptide transport substrate-binding protein @ Glutathione ABC transporter, substrate-binding protein GsiB		6179d01ce27c0efc7dd7cebf6d5a41e5
fig|1463165.1394.peg.177	CCI165_S85_contig_1_197543-1860	CDS	Oligopeptide transport ATP-binding protein @ Glutathione ABC transporter, ATP-binding protein GsiA		c08faf4511df5be12eb0e47474e239cc
fig|1463165.1394.peg.178	CCI165_S85_contig_1_198502-942	CDS	Isoaspartyl aminopeptidase (EC 3.4.19.5) @ Asp-X dipeptidase		c7d2e25663f5b7a5d380a30034dede13
fig|1463165.1394.peg.179	CCI165_S85_contig_1_198739-174	CDS	hypothetical protein		4d8c08de8920c53f3888667d2415bd30
fig|1463165.1394.peg.180	CCI165_S85_contig_1_198738+1236	CDS	Molybdopterin molybdenumtransferase (EC 2.10.1.1)		12cda3182c8a82109afc4f7408316063
fig|1463165.1394.peg.181	CCI165_S85_contig_1_199973+756	CDS	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80)		6b437ad1e645155447c4ab252b547ab5
fig|1463165.1394.peg.182	CCI165_S85_contig_1_200883+900	CDS	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)		f0cf549fd288cc31c2fc6e7a19e88f64
fig|1463165.1394.peg.183	CCI165_S85_contig_1_201787+2433	CDS	Pyruvate formate-lyase (EC 2.3.1.54)		ce044da759b09be156686a31369de8a6
fig|1463165.1394.peg.184	CCI165_S85_contig_1_204399+816	CDS	Sugar phosphatase YbiV		76b9deb5fffdfe5f42318b3ce2f77ca0
fig|1463165.1394.peg.185	CCI165_S85_contig_1_205355+1266	CDS	Uncharacterized protein YbiU		0446c17e13acb6ec33168285863d6e17
fig|1463165.1394.peg.186	CCI165_S85_contig_1_207789-1173	CDS	Transcriptional regulator, LacI family		5bf4639eb8b2556ef171348c3ebdd4be
fig|1463165.1394.peg.187	CCI165_S85_contig_1_207991+1302	CDS	Hexuronate transporter		aa93ec73aef4df3373ada54e775adbd2
fig|1463165.1394.peg.188	CCI165_S85_contig_1_209308+2364	CDS	Alpha-glucosidase (EC 3.2.1.20)		b94aacde6174c30593c4ab60648ba896
fig|1463165.1394.peg.189	CCI165_S85_contig_1_213640-1593	CDS	Bis-ABC ATPase YbiT		bca16390d9235fd5a50a06c13a26394e
fig|1463165.1394.peg.190	CCI165_S85_contig_1_213819+786	CDS	hypothetical protein		38da3861a19d1faea26b4884d3af7941
fig|1463165.1394.peg.191	CCI165_S85_contig_1_214707+990	CDS	L,D-transpeptidase => YbiS		f3a5485ac6257db525595f3cabb11312
fig|1463165.1394.peg.192	CCI165_S85_contig_1_216543-717	CDS	Transcriptional regulator, GntR family		08f1f9df0c86f17da76569da1807d013
fig|1463165.1394.peg.193	CCI165_S85_contig_1_217987-1377	CDS	6-phospho-beta-glucosidase (EC 3.2.1.86)		d94ea570671834f55fe4029bbad72857
fig|1463165.1394.peg.194	CCI165_S85_contig_1_219270-1113	CDS	Inner membrane protein YbiR, putative anion permease		da17504d87b586d137a9a7c0d543c2b8
fig|1463165.1394.peg.195	CCI165_S85_contig_1_219740-474	CDS	Mn-dependent transcriptional regulator MntR		df4a4c6f9f8c5cae0fb36838089a3235
fig|1463165.1394.peg.196	CCI165_S85_contig_1_219926+126	CDS	hypothetical protein		77110634aa0fce676f7112a3d62c2251
fig|1463165.1394.peg.197	CCI165_S85_contig_1_220320+1581	CDS	Phosphoethanolamine transferase OpgE		334314b1317ff8b7e23267a90ffe43d7
fig|1463165.1394.peg.198	CCI165_S85_contig_1_222509-513	CDS	Outer membrane protein X precursor		0224721ad8a61d4a2f0cd4be9bf3e063
fig|1463165.1394.peg.199	CCI165_S85_contig_1_222861+888	CDS	Threonine/homoserine exporter RhtA		566e4578de0e017c25a2e709a5805343
fig|1463165.1394.peg.200	CCI165_S85_contig_1_223986+504	CDS	DNA protection during starvation protein		34665dc0db9d64316bb71f31375c5049
fig|1463165.1394.peg.201	CCI165_S85_contig_1_224905+747	CDS	Glutamine ABC transporter, substrate-binding protein GlnH		f472ef16b7f2c541ff03e071570be6e7
fig|1463165.1394.peg.202	CCI165_S85_contig_1_225777+660	CDS	Glutamine ABC transporter, permease protein GlnP		58bb5fc4d24dcc654eb81d46aeea262f
fig|1463165.1394.peg.203	CCI165_S85_contig_1_226433+723	CDS	Glutamine ABC transporter, ATP-binding protein GlnQ		b75ef4c80bebb95b1a9fedf17be1ca7f
fig|1463165.1394.peg.204	CCI165_S85_contig_1_227266+2196	CDS	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel		940538e202cf4f8f561c4c2128cb23a3
fig|1463165.1394.peg.205	CCI165_S85_contig_1_230376-915	CDS	23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181)		402fb840b63a69f6a9007f3b382c1397
fig|1463165.1394.peg.206	CCI165_S85_contig_1_230473+615	CDS	Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)		b624e6cc9c5a05c0c8d7e02761fa96fa
fig|1463165.1394.peg.207	CCI165_S85_contig_1_231228+261	CDS	hypothetical protein		d20d4b04ca95aa1b3405843aa91a74ac
fig|1463165.1394.peg.208	CCI165_S85_contig_1_231509+267	CDS	Uncharacterized zinc-finger containing protein YbiI		3624ead68c3349cbc557984cd839ace5
fig|1463165.1394.peg.209	CCI165_S85_contig_1_232061+261	CDS	Uncharacterized periplasmic protein YbiJ		4366325b64b9277761a002a00b752e44
fig|1463165.1394.peg.210	CCI165_S85_contig_1_233396-966	CDS	Anthranilate phosphoribosyltransferase-like protein		96f47110f449e890aea1c95f876e4b96
fig|1463165.1394.peg.211	CCI165_S85_contig_1_235580-2157	CDS	ATP-dependent helicase DinG/Rad3		7645fbebcceec8300d2276e71c7048e0
fig|1463165.1394.peg.212	CCI165_S85_contig_1_237128-1356	CDS	ATP-dependent RNA helicase RhlE (EC 3.6.4.13)		caafaeb7ccee5d1657f0818ea4f31a0a
fig|1463165.1394.peg.213	CCI165_S85_contig_1_238336-993	CDS	Transketolase, C-terminal section (EC 2.2.1.1)		ac433076e7818eb321e528ed3f434ea1
fig|1463165.1394.peg.214	CCI165_S85_contig_1_239181-846	CDS	Transketolase, N-terminal section (EC 2.2.1.1)		31d09b377fa8856589574f576e7ee230
fig|1463165.1394.peg.215	CCI165_S85_contig_1_239944-750	CDS	Oxidoreductase, short-chain dehydrogenase/reductase family		6fefb5c2730ebad0d352ed5af8f95e66
fig|1463165.1394.peg.216	CCI165_S85_contig_1_241329-1335	CDS	Sugar acid permease		6052146a08cb6a018f1f650f5e919064
fig|1463165.1394.peg.217	CCI165_S85_contig_1_241747+924	CDS	Transcriptional regulator, LysR family		f1b7b369268a6162ba2af8d9b1997515
fig|1463165.1394.peg.218	CCI165_S85_contig_1_242743+660	CDS	Transcriptional regulator YbiH, TetR family		ce652b6e4545dc713a508d0f8de592e7
fig|1463165.1394.peg.219	CCI165_S85_contig_1_243402+996	CDS	ABC-type efflux pump membrane fusion component YbhG		b76a4f49dfb94e7063fb89d7526ca025
fig|1463165.1394.peg.220	CCI165_S85_contig_1_244390+1740	CDS	ABC-type efflux pump, duplicated ATPase component YbhF		b843ab72c45aca4134694f6ea82479f5
fig|1463165.1394.peg.221	CCI165_S85_contig_1_246119+1134	CDS	ABC-type efflux pump permease component YbhS		49fc7a406ea60ba69528bb99afb211c4
fig|1463165.1394.peg.222	CCI165_S85_contig_1_247383+1107	CDS	ABC-type efflux pump permease component YbhR		c7e9cf4734e95b50d69b4746e0cd6d0b
fig|1463165.1394.peg.223	CCI165_S85_contig_1_248861-411	CDS	Inner membrane protein YbhQ		4ebce5a649ce33f0c30777032491ffba
fig|1463165.1394.peg.224	CCI165_S85_contig_1_248993+762	CDS	Endonuclease/exonuclease/phosphatase family protein		b5248ea0045160caa5370def2db4c163
fig|1463165.1394.peg.225	CCI165_S85_contig_1_249751+1245	CDS	Cardiolipin synthase (EC 2.7.8.-) bacterial type ClsB, has minor trans-phosphatidylation activity converting PE to PG		ed4ef141694e2d3cf7ed57c8f9a73cd2
fig|1463165.1394.peg.226	CCI165_S85_contig_1_250992+966	CDS	Inner membrane protein YbhQ		c09cb704523d11259c3996afe93f0ecb
fig|1463165.1394.peg.227	CCI165_S85_contig_1_252960-705	CDS	Inner membrane protein YbhL		5e1abb747572315238b4509d7d2777bb
fig|1463165.1394.peg.228	CCI165_S85_contig_1_253458-453	CDS	Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)		32bd32855dd7d37ee41a641d99cd4745
fig|1463165.1394.peg.229	CCI165_S85_contig_1_253708-249	CDS	Molybdopterin synthase sulfur carrier subunit		b0383423c0496a3455c938dfee418d79
fig|1463165.1394.peg.230	CCI165_S85_contig_1_254189-489	CDS	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)		dfaf7b025b9a91ae90236d09346e7c59
fig|1463165.1394.peg.231	CCI165_S85_contig_1_254705-513	CDS	Molybdenum cofactor biosynthesis protein MoaB		cb4450861dbf2320be4ccb1e9fcfe919
fig|1463165.1394.peg.232	CCI165_S85_contig_1_255718-990	CDS	GTP 3',8-cyclase (EC 4.1.99.22)		703c61f3396ab2421426a534c89025dc
fig|1463165.1394.peg.233	CCI165_S85_contig_1_256053+906	CDS	Putative structural protein		342e25042fcc0bcb031a3fc5b318c881
fig|1463165.1394.peg.234	CCI165_S85_contig_1_257062+1641	CDS	Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)		cdcc9841796f617ad9426df89b5eb59c
fig|1463165.1394.peg.235	CCI165_S85_contig_1_258702+672	CDS	Two-component transcriptional regulatory protein BasR/PmrA (activated by BasS/PmrB)		180967d7c824ad9f91974c03d0536bfd
fig|1463165.1394.peg.236	CCI165_S85_contig_1_259377+1098	CDS	Sensor protein BasS/PmrB (activates BasR/PmrA)		6696cd2bdc64eeadf196e66a0860b9dc
fig|1463165.1394.peg.237	CCI165_S85_contig_1_260677-225	CDS	hypothetical protein		026a690592b9b0f9741fe95f70a7b34d
fig|1463165.1394.peg.238	CCI165_S85_contig_1_262748-2022	CDS	Excinuclease ABC subunit B		0137c2f08225ea091395a8dea3314a5e
fig|1463165.1394.peg.239	CCI165_S85_contig_1_263159+213	CDS	hypothetical protein		7c892854aa9bb98c07dd6099b17b12fe
fig|1463165.1394.peg.240	CCI165_S85_contig_1_264093-249	CDS	hypothetical protein		03412211baa7b6c48b3347ab56c529f8
fig|1463165.1394.peg.241	CCI165_S85_contig_1_264844-723	CDS	Dethiobiotin synthase BioD (EC 6.3.3.3)		bccc254a7c0a3f103a3f2f0b275629d4
fig|1463165.1394.peg.242	CCI165_S85_contig_1_265592-756	CDS	Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)		cf4b9d867f3a6cf3fa357ab17787fb91
fig|1463165.1394.peg.243	CCI165_S85_contig_1_266733-1158	CDS	8-amino-7-oxononanoate synthase (EC 2.3.1.47)		fbd59f6de1d4029a1a3a0a09ec92bbcd
fig|1463165.1394.peg.244	CCI165_S85_contig_1_267770-1041	CDS	Biotin synthase (EC 2.8.1.6)		83da1ea64c486c32f966dcb71e3ffc93
fig|1463165.1394.peg.245	CCI165_S85_contig_1_267856+1290	CDS	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)		ca2000f0957741f01dcdb9b072fc7209
fig|1463165.1394.peg.246	CCI165_S85_contig_1_269216+477	CDS	UPF0098 protein ybhB		fe6a0678b86eea3c5f7d6d4890b82099
fig|1463165.1394.peg.247	CCI165_S85_contig_1_271316-1383	CDS	Histidine transport protein (permease)		982ece7bcf35935c62528fc7080e2ecc
fig|1463165.1394.peg.248	CCI165_S85_contig_1_272950-1536	CDS	Histidine ammonia-lyase (EC 4.3.1.3)		382ca3004269402158dd7bcd472071f4
fig|1463165.1394.peg.249	CCI165_S85_contig_1_274635-1689	CDS	Urocanate hydratase (EC 4.2.1.49)		ea12d2c522ff5bccf5a538f6bb3493b8
fig|1463165.1394.peg.250	CCI165_S85_contig_1_275503-726	CDS	Histidine utilization repressor		6af7beac406f1a2cb138e6a5e6812bdd
fig|1463165.1394.peg.251	CCI165_S85_contig_1_276517-957	CDS	Formiminoglutamase (EC 3.5.3.8)		daa120c0dddbfe486bb238b102e40664
fig|1463165.1394.peg.252	CCI165_S85_contig_1_277773-1260	CDS	Imidazolonepropionase (EC 3.5.2.7)		373e264d043d4914480464c2a0d272ae
fig|1463165.1394.peg.253	CCI165_S85_contig_1_277988+1284	CDS	Pectinesterase (EC 3.1.1.11)		487399696e2541366885d4175e771436
fig|1463165.1394.peg.254	CCI165_S85_contig_1_282035-2688	CDS	ATPase, P-type (transporting), HAD superfamily, subfamily IC		50add28fe6b19a44d8f5fad18d53959c
fig|1463165.1394.peg.255	CCI165_S85_contig_1_282518-432	CDS	Universal stress protein G		da6510b6a307eca04e772fefa2b4c8eb
fig|1463165.1394.peg.256	CCI165_S85_contig_1_282888+111	CDS	hypothetical protein		8b5dc880dd69cf1c2bdb6d2fd7456054
fig|1463165.1394.peg.257	CCI165_S85_contig_1_283053+1086	CDS	RND efflux system, membrane fusion protein		418c712d66d5eb95d7ecd56ea4435059
fig|1463165.1394.peg.258	CCI165_S85_contig_1_284139+3066	CDS	Putative heavy metal/multi-drug efflux protein, RND family		05ee57d079018b79ed91bc67ff6674b8
fig|1463165.1394.peg.259	CCI165_S85_contig_1_287201+966	CDS	hypothetical protein		e128678493d64a4ee5e6c4df426a48cc
fig|1463165.1394.peg.260	CCI165_S85_contig_1_288689-507	CDS	hypothetical protein		b5b6b180194b418ac02bfbb067fa3be8
fig|1463165.1394.peg.261	CCI165_S85_contig_1_288992+132	CDS	hypothetical protein		eb2b56bbe5f97b8f8298a3cdb74f2f2a
fig|1463165.1394.peg.262	CCI165_S85_contig_1_289410+213	CDS	FIG00731353: hypothetical protein		4363405437c62f236043be96f048a637
fig|1463165.1394.peg.263	CCI165_S85_contig_1_289705+555	CDS	Putative response regulator		1160ab552004696245fee4671f014336
fig|1463165.1394.peg.264	CCI165_S85_contig_1_291035-735	CDS	HTH-type transcriptional repressor YcgE		d2595d662d840b6b4e8a1938c24b4b18
fig|1463165.1394.peg.265	CCI165_S85_contig_1_292401-1212	CDS	Blue light- and temperature-regulated antirepressor BluF		6ae6185aafc0e5ceb9cb4a2de29eed16
fig|1463165.1394.peg.266	CCI165_S85_contig_1_292729+246	CDS	Probable two-component-system connector protein YcgZ		a9764c078d53c1a03bc64786d2925405
fig|1463165.1394.peg.267	CCI165_S85_contig_1_293099+306	CDS	hypothetical protein		dd4492be3da8bd79a6ecdfbd3a98842d
fig|1463165.1394.peg.268	CCI165_S85_contig_1_293456+267	CDS	Probable two-component-system connector protein AriR		4bea469d6405355bb73368e53570dd4b
fig|1463165.1394.peg.269	CCI165_S85_contig_1_294827-996	CDS	6-phosphogluconolactonase (EC 3.1.1.31)		47c47a709b50a5a2f41428b344cd0083
fig|1463165.1394.peg.270	CCI165_S85_contig_1_295055+819	CDS	Putative phosphatase		6172c162a6713972ef1aa6c6c5c3a398
fig|1463165.1394.peg.271	CCI165_S85_contig_1_296935-1062	CDS	Molybdenum ABC transporter ATP-binding protein ModC		360c197e3bda5112fcd489f66f395c40
fig|1463165.1394.peg.272	CCI165_S85_contig_1_297624-690	CDS	Molybdenum ABC transporter permease protein ModB		202aa5e80cf64a85c26f90bc49e786b1
fig|1463165.1394.peg.273	CCI165_S85_contig_1_298397-774	CDS	Molybdenum ABC transporter, substrate-binding protein ModA		16981804f196412f8c192956f6c5542f
fig|1463165.1394.peg.274	CCI165_S85_contig_1_298689-150	CDS	AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump		6365f388749e513e11fa3016072650f1
fig|1463165.1394.peg.275	CCI165_S85_contig_1_298842+789	CDS	DNA-binding domain of ModE / Molybdate-binding domain of ModE		8cb86446b7fd79504d2954b7612b79a9
fig|1463165.1394.peg.276	CCI165_S85_contig_1_299698+1473	CDS	Putative molybdenum transport ATP-binding protein modF		399c39f2ccef132f857a0ccfc0394700
fig|1463165.1394.peg.277	CCI165_S85_contig_1_301380+1017	CDS	UDP-glucose 4-epimerase (EC 5.1.3.2)		07e1359436a3acd78819e4cfe0180e88
fig|1463165.1394.peg.278	CCI165_S85_contig_1_302406+1047	CDS	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)		f404ca62a3193fb59818e9854e5aee16
fig|1463165.1394.peg.279	CCI165_S85_contig_1_303452+1152	CDS	Galactokinase (EC 2.7.1.6)		d15fe20afef214fd60d85bf925bfd972
fig|1463165.1394.peg.280	CCI165_S85_contig_1_304597+1044	CDS	Aldose 1-epimerase (EC 5.1.3.3)		43231d4dd22426a9abdfdc5a6c779038
fig|1463165.1394.peg.281	CCI165_S85_contig_1_305931+753	CDS	Phosphoglycerate mutase (EC 5.4.2.11)		1670a22f2eb9600bd49acaec5e97d6a2
fig|1463165.1394.peg.282	CCI165_S85_contig_1_307808-1053	CDS	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)		076b4cdf4184da8703952738d26315ac
fig|1463165.1394.peg.283	CCI165_S85_contig_1_308125+378	CDS	putative secreted protein		ee71d9e97e5bad21f47a346462a5a7be
fig|1463165.1394.peg.284	CCI165_S85_contig_1_308621+945	CDS	Zinc transporter ZitB		d8487c05e262ad267517395d26598990
fig|1463165.1394.peg.285	CCI165_S85_contig_1_310281-720	CDS	Ribosyl nicotinamide transporter, PnuC-like		b61bbeab17011c8a2287b31a3e0a04e3
fig|1463165.1394.peg.286	CCI165_S85_contig_1_311360-1044	CDS	Quinolinate synthetase (EC 2.5.1.72)		f9384841ba48c77e86308dd4e8290dae
fig|1463165.1394.peg.287	CCI165_S85_contig_1_311442+156	CDS	hypothetical protein		5421cd1ed97b15466ccbd0a307c3106b
fig|1463165.1394.rna.2	CCI165_S85_contig_1_311885-76	rna	tRNA-Lys-TTT		
fig|1463165.1394.rna.3	CCI165_S85_contig_1_311994-76	rna	tRNA-Lys-TTT		
fig|1463165.1394.rna.4	CCI165_S85_contig_1_312216-76	rna	tRNA-Lys-TTT		
fig|1463165.1394.rna.5	CCI165_S85_contig_1_312295-76	rna	tRNA-Val-TAC		
fig|1463165.1394.rna.6	CCI165_S85_contig_1_312423-76	rna	tRNA-Lys-TTT		
fig|1463165.1394.rna.7	CCI165_S85_contig_1_312501-76	rna	tRNA-Val-TAC		
fig|1463165.1394.rna.8	CCI165_S85_contig_1_312702-76	rna	tRNA-Lys-TTT		
fig|1463165.1394.peg.288	CCI165_S85_contig_1_313658-795	CDS	Cell division coordinator CpoB		1d72a6a469bef2332a3b7bb7939e3977
fig|1463165.1394.peg.289	CCI165_S85_contig_1_314192-525	CDS	Tol-Pal system peptidoglycan-associated lipoprotein PAL		9504824b82312fe62de723dd33790e8e
fig|1463165.1394.peg.290	CCI165_S85_contig_1_315519-1293	CDS	Tol-Pal system beta propeller repeat protein TolB		9e3f693704170e5cf9905388e5dd1be6
fig|1463165.1394.peg.291	CCI165_S85_contig_1_316992-1341	CDS	TolA protein		73237ff1ad78e9308a389820d4f47e3f
fig|1463165.1394.peg.292	CCI165_S85_contig_1_317520-429	CDS	Tol biopolymer transport system, TolR protein		eb162f12af2c86af2ac55b7e3e8d6a68
fig|1463165.1394.peg.293	CCI165_S85_contig_1_318216-693	CDS	Tol-Pal system protein TolQ		c924e6d131807fd0e1e422122744f7a3
fig|1463165.1394.peg.294	CCI165_S85_contig_1_318617-405	CDS	Tol-Pal system-associated acyl-CoA thioesterase		40547c2737f13104ae29c7b53a8e20ca
fig|1463165.1394.peg.295	CCI165_S85_contig_1_319057-291	CDS	Cyd operon protein YbgE		e97beb2e0a4058952ae28ce21d7cc049
fig|1463165.1394.peg.296	CCI165_S85_contig_1_319173-117	CDS	Cytochrome d ubiquinol oxidase subunit X (EC 1.10.3.-)		38d976d3392eaa089ba2c12d9c1135a8
fig|1463165.1394.peg.297	CCI165_S85_contig_1_320328-1140	CDS	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)		07d57b6315fe04324c00b1c0b35cfde2
fig|1463165.1394.peg.298	CCI165_S85_contig_1_321912-1569	CDS	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)		f955e7fc5ae4d35a525e797c8c0c59eb
fig|1463165.1394.peg.299	CCI165_S85_contig_1_322696-129	CDS	hypothetical protein		a02ac6ccf4dbb8a87a4a33a213d74dbf
fig|1463165.1394.peg.300	CCI165_S85_contig_1_323610-870	CDS	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)		7dad5e681acd487624d28fd9a2f73778
fig|1463165.1394.peg.301	CCI165_S85_contig_1_324776-1167	CDS	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)		2d6c327d61c23221f3a2e17ec6e8e3fa
fig|1463165.1394.peg.302	CCI165_S85_contig_1_326106-1227	CDS	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)		f5fb13f55854380153f687759f8d561e
fig|1463165.1394.peg.303	CCI165_S85_contig_1_328928-2808	CDS	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)		2561b306a65794f2a685cc186398033b
fig|1463165.1394.peg.304	CCI165_S85_contig_1_329910-717	CDS	Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)		7133f23e00051c1aa348e2da76c03379
fig|1463165.1394.peg.305	CCI165_S85_contig_1_331692-1767	CDS	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)		22f04b6c6d54566a5a32bda6ff27ae85
fig|1463165.1394.peg.306	CCI165_S85_contig_1_332039-348	CDS	Succinate dehydrogenase hydrophobic membrane anchor protein		6522c5a33a4151268ab5a44decab9ead
fig|1463165.1394.peg.307	CCI165_S85_contig_1_332437-405	CDS	Succinate dehydrogenase cytochrome b-556 subunit		7f8b70d419dc1a75ff4afea566add2e7
fig|1463165.1394.peg.308	CCI165_S85_contig_1_333078+1284	CDS	Citrate synthase (si) (EC 2.3.3.1)		7981700920bae4ed736ea865ff64edd6
fig|1463165.1394.peg.309	CCI165_S85_contig_1_335242-792	CDS	Endonuclease VIII		2e862bdf798e92c04ff2f283e777f7a2
fig|1463165.1394.peg.310	CCI165_S85_contig_1_335902-645	CDS	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)		1ec41cc78b327556dcea67e8d3c142f6
fig|1463165.1394.peg.311	CCI165_S85_contig_1_336684-753	CDS	Lactam utilization protein LamB		9d0ef23f78a482b036e9feae6ab8d868
fig|1463165.1394.peg.312	CCI165_S85_contig_1_337606-933	CDS	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)		7d2e6084c3d8ea1a81153f008ca6ddf5
fig|1463165.1394.peg.313	CCI165_S85_contig_1_338256-657	CDS	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)		5b7cce4bf3e211fa57c7bb9b39513a98
fig|1463165.1394.peg.314	CCI165_S85_contig_1_339014-744	CDS	GTP cyclohydrolase 1 type 2 homolog YbgI		df7af5bdd823443a2519a3329caf8065
fig|1463165.1394.peg.315	CCI165_S85_contig_1_339282+1479	CDS	Dipeptide/H+ symporter DtpD		725251bf9e91eeeb9663a9750e34b78c
fig|1463165.1394.peg.316	CCI165_S85_contig_1_342174-1443	CDS	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)		486d9ae7edadafd2f7995d97632c3e99
fig|1463165.1394.peg.317	CCI165_S85_contig_1_342567-210	CDS	Uncharacterized protein YbfA		65f23bb0b8b0a2d8ccfc076cfd6ea58f
fig|1463165.1394.peg.318	CCI165_S85_contig_1_342962+1680	CDS	Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)		66e1f3477bfd83adc046899bada78364
fig|1463165.1394.peg.319	CCI165_S85_contig_1_344662+2049	CDS	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)		1eadd8b54cec7716b3811092453b09e0
